City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Mumbai,2018-12-16,68.55,121.19,13.48,27.11,40.59,26.38,0.96,14.99,33.79,1.21,3.82,1.13,160,Moderate
Mumbai,2018-12-17,61.66,140.02,15.95,28.55,44.5,12.74,1.14,16.4,19.71,1.01,10.63,1.94,174,Moderate
Mumbai,2018-12-18,62.91,103.7,13.28,32.51,45.79,17.64,1.12,12.07,34.93,0.96,9.8,1.07,151,Moderate
Mumbai,2018-12-19,66.52,146.64,14.64,32.72,47.36,6.71,1.08,13.9,24.94,3.78,3.8,1.12,181,Moderate
Mumbai,2018-12-20,61.42,100.09,16.01,35.02,51.03,18.64,0.68,15.75,25.89,3.21,9.95,1.77,150,Moderate
Mumbai,2018-12-21,68.97,128.52,13.81,33.93,47.74,13.69,1.1,15.99,25.68,2.05,3.61,2.62,161,Moderate
Mumbai,2018-12-22,59.76,123.87,13.41,29.25,42.66,19.24,1.14,16.14,29.53,2.44,0.84,2.5,164,Moderate
Mumbai,2018-12-23,65.14,126.21,18.85,38.98,57.83,21.12,0.97,13.71,21.49,2.7,7.42,2.67,155,Moderate
Mumbai,2018-12-24,65.32,116.87,13.44,31.67,45.11,22.3,1.15,15.67,27.77,2.53,10.81,2.6,159,Moderate
Mumbai,2018-12-25,60.75,114.74,14.04,34.88,48.92,30.41,0.89,18.27,27.7,4.32,0.87,2.55,145,Moderate
Mumbai,2018-12-26,68.95,131.52,12.95,20.65,33.6,29.47,0.88,12.72,21.97,1.48,9.02,2.0,159,Moderate
Mumbai,2018-12-27,60.86,115.94,10.52,25.97,36.49,26.21,1.01,15.08,33.37,0.35,3.31,2.03,142,Moderate
Mumbai,2018-12-28,54.95,109.84,14.7,34.78,49.48,18.34,1.11,15.03,18.14,0.17,10.14,0.7,156,Moderate
Mumbai,2018-12-29,65.28,114.12,15.37,34.47,49.84,15.38,0.87,15.03,24.58,2.29,1.97,0.85,155,Moderate
Mumbai,2018-12-30,63.0,113.99,13.45,26.74,40.19,29.4,0.94,13.25,27.93,4.14,7.82,1.61,141,Moderate
Mumbai,2018-12-31,64.3,111.48,12.82,31.87,44.69,30.67,0.87,13.7,23.0,1.16,9.98,1.5,147,Moderate
Mumbai,2019-01-01,59.09,127.02,13.73,29.54,43.27,23.22,1.02,16.25,22.06,2.62,9.41,2.97,136,Moderate
Mumbai,2019-01-02,43.15,101.05,14.47,26.93,41.4,8.78,0.76,16.39,25.81,2.42,1.76,0.99,125,Moderate
Mumbai,2019-01-03,56.74,91.32,17.07,31.72,48.79,21.02,1.02,13.15,31.1,3.27,9.75,2.12,132,Moderate
Mumbai,2019-01-04,64.06,120.69,15.37,27.71,43.08,32.93,1.14,14.01,23.61,4.43,1.39,0.68,161,Moderate
Mumbai,2019-01-05,55.53,121.97,13.94,33.99,47.93,22.65,1.03,15.82,28.69,3.41,9.71,1.75,161,Moderate
Mumbai,2019-01-06,71.99,122.84,15.54,30.53,46.07,18.76,1.09,11.41,30.15,3.03,1.89,2.84,155,Moderate
Mumbai,2019-01-07,52.03,121.35,14.94,30.23,45.17,25.66,0.91,15.93,20.85,0.91,11.25,1.3,156,Moderate
Mumbai,2019-01-08,69.13,146.83,13.7,33.01,46.71,34.94,1.16,12.35,27.87,2.96,7.5,2.76,170,Moderate
Mumbai,2019-01-09,56.57,134.06,15.26,31.8,47.06,27.21,1.1,14.06,19.72,3.11,5.37,1.34,168,Moderate
Mumbai,2019-01-10,52.13,116.08,19.56,36.94,56.5,5.8,0.87,15.02,29.22,1.62,1.27,0.87,146,Moderate
Mumbai,2019-01-11,49.73,131.83,13.38,25.17,38.55,28.8,1.07,13.86,35.59,3.31,11.51,0.59,149,Moderate
Mumbai,2019-01-12,68.93,138.58,15.55,34.0,49.55,13.17,1.25,15.6,28.31,2.26,10.25,1.78,166,Moderate
Mumbai,2019-01-13,60.79,121.06,11.98,27.96,39.94,20.55,1.02,13.17,24.66,4.16,5.49,1.27,153,Moderate
Mumbai,2019-01-14,63.82,120.89,12.3,30.28,42.58,14.28,0.87,13.43,24.3,3.71,3.33,1.84,169,Moderate
Mumbai,2019-01-15,68.29,132.8,16.9,32.17,49.07,24.09,0.89,15.23,19.94,4.5,9.63,2.63,153,Moderate
Mumbai,2019-01-16,61.3,131.32,14.64,26.47,41.11,21.41,1.16,13.8,25.99,2.46,7.13,1.53,167,Moderate
Mumbai,2019-01-17,60.12,125.29,15.27,31.15,46.42,26.14,0.83,15.12,27.23,0.65,2.36,0.17,150,Moderate
Mumbai,2019-01-18,62.44,112.84,16.75,33.75,50.5,8.38,1.0,14.75,20.75,3.43,3.09,0.54,148,Moderate
Mumbai,2019-01-19,50.94,105.94,14.49,33.28,47.77,29.27,0.68,16.35,32.11,0.57,11.71,2.36,135,Moderate
Mumbai,2019-01-20,61.56,122.38,12.51,23.04,35.55,31.93,0.96,14.63,31.53,4.32,10.5,1.7,150,Moderate
Mumbai,2019-01-21,47.6,118.07,16.41,32.76,49.17,18.74,0.98,16.38,29.86,2.52,6.66,2.49,146,Moderate
Mumbai,2019-01-22,52.05,114.78,16.29,30.14,46.43,30.65,0.94,12.84,32.15,1.24,1.02,2.38,147,Moderate
Mumbai,2019-01-23,68.2,142.23,12.15,29.67,41.82,29.82,1.1,15.08,23.7,0.44,2.86,1.02,182,Moderate
Mumbai,2019-01-24,52.09,97.85,13.23,31.19,44.42,12.19,0.86,15.9,24.64,2.65,3.5,1.49,141,Moderate
Mumbai,2019-01-25,73.78,159.03,20.25,38.13,58.38,6.71,1.26,15.29,28.18,3.3,9.09,2.39,191,Moderate
Mumbai,2019-01-26,68.27,130.56,13.6,25.31,38.91,30.59,0.9,12.7,21.95,4.44,2.44,1.42,161,Moderate
Mumbai,2019-01-27,70.93,145.68,15.17,29.25,44.42,24.22,1.09,13.93,33.83,4.25,10.37,1.1,171,Moderate
Mumbai,2019-01-28,41.11,89.27,12.04,24.19,36.23,8.47,0.64,13.6,26.68,3.07,10.51,1.34,107,Moderate
Mumbai,2019-01-29,65.94,126.15,13.18,32.79,45.97,10.41,0.92,18.58,27.29,0.63,0.94,0.36,149,Moderate
Mumbai,2019-01-30,60.5,130.23,12.21,30.02,42.23,10.73,1.01,12.75,26.1,2.74,5.5,0.57,159,Moderate
Mumbai,2019-01-31,69.89,127.37,12.24,28.84,41.08,21.16,1.19,15.31,23.62,2.5,1.52,1.86,167,Moderate
Mumbai,2019-02-01,68.49,125.16,13.79,32.98,46.77,33.61,1.07,15.89,23.14,2.51,8.36,1.87,162,Moderate
Mumbai,2019-02-02,71.3,138.01,17.03,34.07,51.1,6.87,1.03,14.86,25.43,1.06,9.56,0.78,156,Moderate
Mumbai,2019-02-03,59.15,114.33,14.45,29.04,43.49,21.02,0.88,17.3,19.95,4.43,4.46,2.0,146,Moderate
Mumbai,2019-02-04,66.52,131.8,19.21,36.0,55.21,9.28,1.08,14.78,29.6,4.28,3.09,1.76,154,Moderate
Mumbai,2019-02-05,69.68,122.88,17.67,34.5,52.17,33.61,1.05,14.28,30.14,3.92,7.21,0.75,170,Moderate
Mumbai,2019-02-06,59.24,105.72,11.12,26.31,37.43,11.12,1.05,15.25,29.68,1.2,6.54,2.84,157,Moderate
Mumbai,2019-02-07,75.69,141.69,12.81,24.16,36.97,27.38,1.03,16.37,20.46,3.68,11.79,1.71,175,Moderate
Mumbai,2019-02-08,55.81,120.47,13.66,29.53,43.19,34.36,0.95,18.35,20.59,1.1,5.27,0.99,160,Moderate
Mumbai,2019-02-09,54.83,135.48,13.46,29.25,42.71,25.77,1.0,17.66,27.17,1.01,2.96,0.38,148,Moderate
Mumbai,2019-02-10,68.34,115.81,14.17,34.25,48.42,34.0,0.98,16.73,23.22,0.56,10.59,0.21,149,Moderate
Mumbai,2019-02-11,69.72,130.43,16.83,39.15,55.98,11.6,1.02,15.72,24.32,4.37,11.6,2.82,173,Moderate
Mumbai,2019-02-12,77.52,144.5,11.93,27.51,39.44,6.99,1.2,11.55,22.83,0.14,4.85,2.7,190,Moderate
Mumbai,2019-02-13,69.77,142.78,17.71,35.23,52.94,5.01,1.45,17.02,29.3,0.47,6.73,2.53,185,Moderate
Mumbai,2019-02-14,44.44,120.43,15.78,31.66,47.44,16.9,0.88,13.38,29.53,0.7,4.94,1.31,142,Moderate
Mumbai,2019-02-15,57.51,106.66,13.65,28.22,41.87,18.81,0.93,13.13,29.27,3.05,10.14,0.12,139,Moderate
Mumbai,2019-02-16,65.23,137.67,16.33,30.84,47.17,11.88,1.05,9.84,19.1,1.54,6.56,2.61,173,Moderate
Mumbai,2019-02-17,55.18,109.39,14.15,32.94,47.09,8.36,0.93,13.95,38.04,2.09,1.16,1.66,156,Moderate
Mumbai,2019-02-18,63.78,119.26,14.27,29.17,43.44,9.3,0.91,12.78,25.17,0.17,2.36,1.07,155,Moderate
Mumbai,2019-02-19,59.15,118.71,14.99,25.38,40.37,18.65,0.91,14.83,27.12,2.8,5.2,1.01,147,Moderate
Mumbai,2019-02-20,64.19,121.44,11.85,28.74,40.59,10.7,1.01,15.15,32.77,2.39,4.65,1.77,141,Moderate
Mumbai,2019-02-21,70.64,102.43,13.62,28.83,42.45,8.36,1.05,17.28,31.33,4.11,8.34,2.54,157,Moderate
Mumbai,2019-02-22,52.61,111.37,18.28,38.62,56.9,5.65,0.98,16.34,22.53,3.98,6.64,1.79,142,Moderate
Mumbai,2019-02-23,60.7,110.58,16.21,30.27,46.48,6.28,1.2,14.79,30.34,3.17,2.48,0.15,157,Moderate
Mumbai,2019-02-24,65.66,119.41,13.64,27.98,41.62,5.18,0.97,13.88,23.7,1.73,1.51,1.78,148,Moderate
Mumbai,2019-02-25,37.0,82.95,16.12,36.78,52.9,32.41,0.7,19.57,29.46,3.68,10.92,0.63,113,Moderate
Mumbai,2019-02-26,62.04,108.09,17.23,34.56,51.79,27.58,0.93,16.02,27.63,2.86,4.53,0.44,148,Moderate
Mumbai,2019-02-27,68.59,122.77,12.84,30.68,43.52,29.83,1.21,15.02,27.83,3.18,0.73,2.92,172,Moderate
Mumbai,2019-02-28,65.91,97.69,16.44,30.9,47.34,24.17,0.97,16.81,27.76,4.45,6.58,0.72,150,Moderate
Mumbai,2019-03-01,48.91,119.25,12.11,28.87,40.98,20.34,0.99,14.47,32.1,3.24,4.47,0.17,141,Moderate
Mumbai,2019-03-02,51.99,110.84,18.12,33.45,51.57,5.84,1.05,11.51,24.33,2.17,9.69,2.1,145,Moderate
Mumbai,2019-03-03,51.22,125.34,11.89,29.14,41.03,15.01,0.87,11.16,29.8,0.97,5.11,1.8,143,Moderate
Mumbai,2019-03-04,57.21,98.48,14.78,31.84,46.62,34.94,0.98,17.13,28.68,1.78,2.6,2.44,147,Moderate
Mumbai,2019-03-05,46.69,94.41,12.8,27.79,40.59,8.86,0.84,19.01,22.11,1.6,11.0,1.77,115,Moderate
Mumbai,2019-03-06,61.37,117.22,11.53,28.55,40.08,7.57,0.77,15.18,23.85,1.95,10.63,2.89,144,Moderate
Mumbai,2019-03-07,57.29,110.15,10.05,19.42,29.47,10.09,0.82,16.88,25.47,2.0,7.23,2.43,134,Moderate
Mumbai,2019-03-08,61.86,115.94,14.72,26.92,41.64,33.23,0.94,15.33,30.78,4.36,11.58,0.88,141,Moderate
Mumbai,2019-03-09,69.36,118.87,16.26,32.52,48.78,29.3,0.9,14.45,35.35,1.29,3.19,2.5,161,Moderate
Mumbai,2019-03-10,52.1,111.12,12.26,23.11,35.37,20.55,1.0,10.74,28.2,1.37,0.96,2.76,137,Moderate
Mumbai,2019-03-11,56.57,115.42,13.98,24.61,38.59,33.52,0.87,14.55,20.21,2.69,8.7,2.95,139,Moderate
Mumbai,2019-03-12,62.44,114.6,14.49,24.71,39.2,8.57,1.08,15.5,23.49,2.91,4.83,1.03,153,Moderate
Mumbai,2019-03-13,42.19,104.31,10.32,24.84,35.16,6.56,0.81,12.31,24.38,4.47,11.17,1.82,131,Moderate
Mumbai,2019-03-14,44.03,83.62,13.47,21.73,35.2,12.59,0.71,12.84,34.17,0.22,7.44,2.97,120,Moderate
Mumbai,2019-03-15,60.02,85.11,17.58,33.3,50.88,25.93,0.67,13.42,33.48,2.92,3.17,2.25,122,Moderate
Mumbai,2019-03-16,65.51,137.49,15.43,35.9,51.33,22.53,1.27,15.42,26.32,0.26,2.9,2.77,166,Moderate
Mumbai,2019-03-17,61.71,84.29,13.62,29.48,43.1,18.8,0.91,14.48,28.28,3.29,6.36,2.75,126,Moderate
Mumbai,2019-03-18,43.03,78.01,15.97,32.75,48.72,22.67,0.76,16.35,28.88,1.69,4.93,0.91,118,Moderate
Mumbai,2019-03-19,64.81,115.49,18.45,38.93,57.38,33.91,1.12,14.34,26.78,2.55,2.9,0.77,158,Moderate
Mumbai,2019-03-20,63.89,118.64,13.44,30.61,44.05,5.35,0.78,16.15,28.25,2.22,1.5,0.32,147,Moderate
Mumbai,2019-03-21,52.8,106.95,12.24,29.61,41.85,6.12,1.06,15.65,32.3,1.97,3.54,1.48,143,Moderate
Mumbai,2019-03-22,54.6,113.87,13.45,31.86,45.31,15.11,1.02,13.97,25.55,0.2,3.21,1.98,138,Moderate
Mumbai,2019-03-23,49.07,98.66,15.99,27.62,43.61,6.54,0.72,12.25,31.76,3.85,7.39,2.66,128,Moderate
Mumbai,2019-03-24,72.85,136.21,15.92,31.94,47.86,25.28,1.04,16.83,26.73,3.23,10.22,1.71,169,Moderate
Mumbai,2019-03-25,57.0,94.33,13.56,22.6,36.16,20.84,0.94,17.52,26.52,0.12,7.19,1.69,148,Moderate
Mumbai,2019-03-26,51.03,87.49,11.49,20.44,31.93,33.91,1.03,18.72,22.62,2.5,3.56,2.93,127,Moderate
Mumbai,2019-03-27,49.47,107.62,15.03,29.61,44.64,16.25,0.79,16.73,30.85,2.89,4.62,0.11,132,Moderate
Mumbai,2019-03-28,58.19,110.41,13.2,26.73,39.93,12.93,0.88,16.49,27.22,3.96,6.76,1.41,141,Moderate
Mumbai,2019-03-29,57.23,98.73,14.26,31.33,45.59,13.26,0.74,16.47,30.41,0.23,1.59,1.69,139,Moderate
Mumbai,2019-03-30,54.34,97.86,11.32,22.97,34.29,9.75,0.86,14.96,22.71,0.12,3.49,2.29,119,Moderate
Mumbai,2019-03-31,51.02,82.9,13.01,29.29,42.3,34.77,0.79,13.01,31.26,2.69,3.59,1.14,124,Moderate
Mumbai,2019-04-01,65.63,107.9,14.23,25.06,39.29,24.98,1.14,12.88,26.72,2.64,0.68,1.74,160,Moderate
Mumbai,2019-04-02,49.33,89.14,13.98,28.26,42.24,13.95,0.71,13.56,34.95,4.29,3.91,1.26,127,Moderate
Mumbai,2019-04-03,59.41,115.7,10.32,22.53,32.85,32.14,0.88,13.36,31.96,0.93,10.55,0.33,153,Moderate
Mumbai,2019-04-04,59.71,99.7,14.18,30.58,44.76,18.42,0.64,12.27,37.25,1.73,8.53,2.73,134,Moderate
Mumbai,2019-04-05,52.28,96.36,13.41,25.74,39.15,11.46,0.8,15.56,18.33,2.31,9.72,2.01,135,Moderate
Mumbai,2019-04-06,38.0,85.86,16.59,37.58,54.17,18.46,1.01,13.72,25.76,0.99,1.2,2.13,118,Moderate
Mumbai,2019-04-07,41.93,76.58,14.14,24.74,38.88,10.0,0.55,13.57,26.87,2.27,2.36,0.23,103,Moderate
Mumbai,2019-04-08,60.14,87.94,13.12,22.36,35.48,29.78,0.85,11.91,21.57,2.2,6.62,2.98,133,Moderate
Mumbai,2019-04-09,55.34,89.98,15.94,34.75,50.69,18.03,0.85,14.0,26.93,3.99,5.17,2.41,134,Moderate
Mumbai,2019-04-10,61.45,84.59,18.17,32.96,51.13,31.85,0.71,11.87,30.95,1.86,10.8,1.43,125,Moderate
Mumbai,2019-04-11,43.58,79.11,14.68,31.04,45.72,31.36,0.66,14.89,32.68,0.23,11.2,0.36,106,Moderate
Mumbai,2019-04-12,56.16,94.66,16.09,29.48,45.57,24.64,0.8,17.77,26.93,3.36,10.12,0.75,135,Moderate
Mumbai,2019-04-13,67.44,110.41,14.22,31.39,45.61,15.82,0.94,17.35,30.98,0.51,8.91,1.3,156,Moderate
Mumbai,2019-04-14,63.46,124.69,10.5,24.82,35.32,11.75,0.94,16.44,26.16,1.14,4.86,1.74,148,Moderate
Mumbai,2019-04-15,48.91,75.4,13.64,22.23,35.87,7.07,0.57,14.55,23.48,3.47,4.06,0.64,121,Moderate
Mumbai,2019-04-16,54.62,67.03,15.13,31.27,46.4,26.06,0.71,18.29,30.99,3.52,8.36,0.66,123,Moderate
Mumbai,2019-04-17,58.26,115.15,13.09,31.06,44.15,23.32,0.83,13.53,31.98,1.15,6.77,2.04,134,Moderate
Mumbai,2019-04-18,38.13,71.29,12.98,27.88,40.86,8.71,0.65,10.91,31.79,2.14,8.85,0.99,94,Satisfactory
Mumbai,2019-04-19,42.13,74.96,10.57,26.26,36.83,5.46,0.63,15.21,27.52,1.4,1.35,0.66,110,Moderate
Mumbai,2019-04-20,45.46,59.14,18.41,36.26,54.67,23.47,0.72,15.7,28.25,3.37,8.37,0.97,102,Moderate
Mumbai,2019-04-21,56.74,102.84,14.13,30.72,44.85,18.25,1.17,13.56,27.31,2.87,10.52,2.86,139,Moderate
Mumbai,2019-04-22,58.33,99.82,17.67,33.31,50.98,10.17,0.87,18.88,23.73,0.26,3.79,0.54,143,Moderate
Mumbai,2019-04-23,34.99,68.93,14.93,35.56,50.49,7.8,0.57,15.61,21.23,2.03,11.0,1.38,87,Satisfactory
Mumbai,2019-04-24,53.68,102.49,10.44,22.64,33.08,12.72,0.84,15.55,27.64,1.17,4.75,2.71,136,Moderate
Mumbai,2019-04-25,47.9,88.44,15.64,31.68,47.32,19.62,0.75,14.27,27.81,4.17,4.89,2.27,112,Moderate
Mumbai,2019-04-26,57.02,103.67,13.6,23.72,37.32,15.62,0.89,16.74,28.57,0.76,8.4,1.95,145,Moderate
Mumbai,2019-04-27,50.75,90.48,16.84,34.42,51.26,12.26,0.74,14.0,25.26,4.31,6.84,2.22,122,Moderate
Mumbai,2019-04-28,41.54,76.01,15.77,29.24,45.01,24.53,0.49,17.79,27.48,0.5,10.16,0.9,87,Satisfactory
Mumbai,2019-04-29,67.11,121.62,16.31,30.86,47.17,22.76,0.95,16.17,24.97,1.14,1.91,1.46,152,Moderate
Mumbai,2019-04-30,42.11,83.14,12.33,27.78,40.11,5.09,0.67,14.97,29.1,3.4,4.76,2.73,106,Moderate
Mumbai,2019-05-01,45.03,64.62,14.78,26.46,41.24,12.51,0.65,14.13,29.46,1.83,5.98,1.93,101,Moderate
Mumbai,2019-05-02,34.62,75.43,11.87,25.01,36.88,13.85,0.46,13.82,33.77,2.37,1.07,1.13,94,Satisfactory
Mumbai,2019-05-03,43.2,79.97,12.21,27.62,39.83,15.31,0.66,14.71,31.45,1.72,9.85,0.93,113,Moderate
Mumbai,2019-05-04,28.88,95.22,14.2,27.23,41.43,11.54,0.8,17.88,26.77,1.89,8.64,0.4,112,Moderate
Mumbai,2019-05-05,45.84,75.31,11.65,24.07,35.72,10.19,0.94,14.46,29.26,2.95,1.89,2.0,110,Moderate
Mumbai,2019-05-06,31.87,63.75,11.48,23.73,35.21,12.41,0.44,12.49,27.18,1.36,5.58,2.78,84,Satisfactory
Mumbai,2019-05-07,40.21,92.23,14.9,25.39,40.29,24.87,0.71,15.48,31.86,3.77,2.56,2.58,114,Moderate
Mumbai,2019-05-08,44.68,83.12,21.31,40.97,62.28,25.16,0.69,11.11,31.21,3.43,8.02,1.6,126,Moderate
Mumbai,2019-05-09,32.05,76.0,13.81,27.01,40.82,6.57,0.51,12.08,31.46,2.0,1.28,0.13,87,Satisfactory
Mumbai,2019-05-10,48.31,73.65,15.87,34.17,50.04,10.83,0.69,13.56,27.49,3.93,3.77,1.34,104,Moderate
Mumbai,2019-05-11,29.24,59.35,15.77,30.53,46.3,6.18,0.5,16.61,24.75,3.25,4.06,2.44,89,Satisfactory
Mumbai,2019-05-12,38.94,89.18,13.68,29.35,43.03,30.9,0.62,16.55,29.44,2.24,10.14,0.8,104,Moderate
Mumbai,2019-05-13,38.15,76.75,17.17,39.86,57.03,12.36,0.57,15.26,30.53,4.38,4.38,2.66,93,Satisfactory
Mumbai,2019-05-14,36.59,83.85,16.8,30.42,47.22,5.14,0.8,16.43,29.79,4.39,3.91,1.86,105,Moderate
Mumbai,2019-05-15,40.8,59.15,10.49,23.11,33.6,22.78,0.36,15.23,28.2,2.91,2.12,2.79,90,Satisfactory
Mumbai,2019-05-16,38.63,61.62,13.3,24.41,37.71,32.72,0.73,17.24,26.9,0.69,7.11,2.65,99,Satisfactory
Mumbai,2019-05-17,50.03,106.39,9.91,22.48,32.39,9.59,1.01,17.01,30.24,1.67,7.89,2.05,134,Moderate
Mumbai,2019-05-18,50.46,93.07,18.71,36.95,55.66,22.38,0.77,17.87,38.85,1.09,10.7,1.53,122,Moderate
Mumbai,2019-05-19,41.79,82.51,14.54,24.82,39.36,23.01,0.55,13.98,25.4,3.71,2.9,0.28,104,Moderate
Mumbai,2019-05-20,45.37,89.64,14.26,28.8,43.06,17.31,0.8,13.28,28.95,0.74,2.98,0.64,115,Moderate
Mumbai,2019-05-21,56.36,104.29,11.54,27.39,38.93,24.81,0.91,13.95,23.92,1.18,10.13,0.17,131,Moderate
Mumbai,2019-05-22,54.42,107.71,12.92,31.06,43.98,9.21,0.9,13.13,28.89,3.74,7.0,0.56,136,Moderate
Mumbai,2019-05-23,54.04,112.44,13.63,29.25,42.88,5.16,0.84,12.51,28.52,1.09,2.58,1.2,130,Moderate
Mumbai,2019-05-24,41.19,70.17,15.58,29.63,45.21,16.44,0.7,11.61,23.8,0.61,4.66,2.95,102,Moderate
Mumbai,2019-05-25,42.24,77.71,16.56,30.48,47.04,26.49,0.71,16.93,28.49,3.72,9.03,0.99,97,Satisfactory
Mumbai,2019-05-26,40.02,83.49,15.88,28.14,44.02,13.97,0.83,11.96,20.75,0.89,8.24,0.93,108,Moderate
Mumbai,2019-05-27,56.35,83.28,12.33,30.48,42.81,25.97,0.95,12.53,23.44,2.38,4.87,0.29,134,Moderate
Mumbai,2019-05-28,47.61,68.72,14.23,30.9,45.13,23.95,0.61,14.41,28.04,3.38,8.01,2.5,98,Satisfactory
Mumbai,2019-05-29,48.32,79.47,12.6,27.49,40.09,25.94,0.82,12.51,32.69,4.41,2.17,0.8,117,Moderate
Mumbai,2019-05-30,26.23,47.73,13.47,22.79,36.26,25.98,0.58,13.83,29.37,1.6,11.68,2.1,72,Satisfactory
Mumbai,2019-05-31,32.5,49.95,12.46,29.76,42.22,23.84,0.42,16.81,29.86,1.86,5.78,0.99,76,Satisfactory
Mumbai,2019-06-01,33.89,64.0,11.98,26.17,38.15,14.24,0.54,17.13,32.88,3.22,6.96,1.18,86,Satisfactory
Mumbai,2019-06-02,38.89,61.73,13.05,30.24,43.29,15.86,0.56,15.07,31.18,2.54,0.89,2.08,82,Satisfactory
Mumbai,2019-06-03,52.29,85.08,14.86,32.58,47.44,17.49,0.68,18.95,32.64,1.2,7.84,1.23,116,Moderate
Mumbai,2019-06-04,37.31,78.29,16.75,31.18,47.93,31.12,0.57,18.71,31.35,2.02,1.6,1.57,102,Moderate
Mumbai,2019-06-05,54.43,102.43,17.7,35.16,52.86,19.64,0.64,14.43,23.25,2.31,3.35,0.58,115,Moderate
Mumbai,2019-06-06,28.07,58.0,12.6,31.44,44.04,32.62,0.54,14.23,27.79,2.97,7.67,2.54,78,Satisfactory
Mumbai,2019-06-07,37.3,59.19,15.09,30.23,45.32,13.01,0.72,15.24,26.7,1.91,3.27,2.37,92,Satisfactory
Mumbai,2019-06-08,40.53,65.01,12.6,26.41,39.01,7.35,0.53,17.09,32.09,2.6,9.89,1.91,92,Satisfactory
Mumbai,2019-06-09,44.6,84.38,13.58,29.96,43.54,8.83,0.65,19.25,28.32,0.75,6.35,1.81,110,Moderate
Mumbai,2019-06-10,34.82,88.67,13.32,28.76,42.08,23.13,0.62,14.14,26.43,3.47,6.79,1.65,93,Satisfactory
Mumbai,2019-06-11,47.25,70.05,16.23,32.97,49.2,16.74,0.8,15.85,27.07,2.39,8.94,2.53,124,Moderate
Mumbai,2019-06-12,54.86,94.84,11.28,25.15,36.43,31.54,0.69,16.56,36.31,2.43,10.42,1.31,116,Moderate
Mumbai,2019-06-13,47.17,93.81,16.1,28.34,44.44,29.13,0.66,12.72,24.67,1.11,11.85,1.15,112,Moderate
Mumbai,2019-06-14,41.36,86.92,17.02,37.77,54.79,14.83,0.67,15.45,22.03,1.81,6.11,0.68,113,Moderate
Mumbai,2019-06-15,26.35,52.53,17.42,33.01,50.43,5.88,0.3,16.86,22.7,3.03,10.62,0.61,69,Satisfactory
Mumbai,2019-06-16,35.89,52.31,11.69,21.4,33.09,9.35,0.32,16.06,32.28,1.09,0.67,0.64,74,Satisfactory
Mumbai,2019-06-17,34.19,75.51,15.09,25.68,40.77,11.04,0.5,15.34,26.41,4.04,4.91,0.56,98,Satisfactory
Mumbai,2019-06-18,37.73,61.65,14.02,32.72,46.74,31.15,0.67,14.55,24.53,2.35,10.06,1.37,94,Satisfactory
Mumbai,2019-06-19,31.93,64.83,11.07,27.65,38.72,31.58,0.7,15.23,30.44,3.5,3.59,0.77,96,Satisfactory
Mumbai,2019-06-20,43.82,75.99,17.21,38.43,55.64,12.87,0.58,17.89,25.11,3.88,2.54,2.06,103,Moderate
Mumbai,2019-06-21,48.6,88.79,13.64,33.96,47.6,14.3,1.1,14.83,32.66,3.76,10.53,2.11,123,Moderate
Mumbai,2019-06-22,39.15,59.51,15.06,29.16,44.22,15.47,0.47,14.25,28.62,0.35,3.78,1.26,85,Satisfactory
Mumbai,2019-06-23,26.55,49.67,13.3,30.18,43.48,9.51,0.63,14.64,30.66,0.13,11.37,2.37,95,Satisfactory
Mumbai,2019-06-24,25.27,39.4,14.42,29.74,44.16,28.84,0.22,15.43,32.02,2.53,8.15,1.47,62,Satisfactory
Mumbai,2019-06-25,47.69,80.62,13.94,32.21,46.15,10.83,0.49,15.29,20.14,0.73,12.0,2.02,101,Moderate
Mumbai,2019-06-26,29.49,56.64,17.18,32.96,50.14,27.51,0.39,14.23,28.41,2.16,8.42,2.24,88,Satisfactory
Mumbai,2019-06-27,39.3,93.81,15.55,34.51,50.06,10.01,0.69,15.24,27.0,1.04,1.2,0.59,97,Satisfactory
Mumbai,2019-06-28,31.12,42.88,16.27,35.72,51.99,10.57,0.53,12.99,36.55,4.4,6.0,2.81,67,Satisfactory
Mumbai,2019-06-29,32.08,73.74,14.34,31.54,45.88,16.68,0.62,17.44,33.76,3.53,9.72,0.34,84,Satisfactory
Mumbai,2019-06-30,40.22,61.85,12.64,27.86,40.5,10.49,0.66,14.0,23.7,1.63,3.46,1.36,100,Satisfactory
Mumbai,2019-07-01,35.02,66.09,14.77,31.84,46.61,23.02,0.63,13.86,29.06,0.66,4.1,1.66,86,Satisfactory
Mumbai,2019-07-02,35.13,84.3,16.39,31.59,47.98,11.52,0.73,15.13,28.08,1.88,3.52,2.19,103,Moderate
Mumbai,2019-07-03,46.22,55.08,17.99,34.18,52.17,18.22,0.56,15.51,21.04,0.67,6.5,1.62,102,Moderate
Mumbai,2019-07-04,32.98,63.68,17.22,31.03,48.25,28.76,0.74,14.43,28.03,0.79,5.33,1.54,89,Satisfactory
Mumbai,2019-07-05,38.27,83.35,14.91,30.68,45.59,34.02,0.63,13.02,27.87,2.67,8.28,2.16,101,Moderate
Mumbai,2019-07-06,40.95,77.02,18.1,37.06,55.16,14.51,0.54,19.73,31.51,3.45,5.48,0.64,93,Satisfactory
